424	1462	ᑕᐃᔅᓱᒪᓂ
425	1455	ᑖᒃᑯᓇᓐᖓᑦ
426	1451	ᐃᓕᓴᖅᓯᓂᖅ
427	1444	ᑕᒡᕙᓂ
428	1443	ᖑᔪᑦ
429	1442	ᑲᔪᓯᕗᖅ
430	1439	ᐊᑕᐅᓯᕐᒥᒃ
431	1438	ᑕᕝᕙᓐᖓᑦ
432	1434	ᒪᓕᒐᓕᐅᕐᕕᖕᒥ
433	1434	ᐋᖅᑭᐅᒪᐃᓐᓇᕈᑏᓪᓗ
434	1423	ᕿᒥᕐᕈᔩᑦ
435	1420	ᐊᓯᖏᓐᓂᑦ
436	1418	ᐃᓛ
437	1415	ᓂᒋᐊᓄᑦ
438	1408	ᐊᕐᕚᓪᓗᒃ
439	1393	ᐊᒥᓱᓂᒃ
440	1391	ᒪᑉᐱᒐᖅ
441	1388	ᐊᐅᓚᑦᑎᔩᑦ
442	1387	ᐋᓐᓂᐊᖅᑐᓕᕆᓂᕐᒧᑦ
443	1386	ᕿᑭᖅᑖᓗᒻᒥ
444	1385	ᐅᖃᖅᑎᐅᑉ
445	1385	ᑎᑎᕋᖅᓯᒪᔪᑦ
446	1382	ᐳᑭᕐᓇᒃ
447	1382	ᐸᐅᓗᓯ
448	1378	ᐅᑯᓄᖓ
449	1375	ᑲᑎᒪᑐᐃᓐᓇᖅᑎᓪᓗᒋᑦ
450	1375	ᒪᑐᐃᖅᑕᐅᓂᖓ
451	1367	ᒪᓕᒐᓕᐅᖅᑎᐅᔪᖅ
452	1363	ᖃᐅᔨᒃᑲᐃᓂᖅ
453	1362	ᐃᓱᒪᒃᓴᖅᓯᐅᖅᑕᐅᓂᖓ
454	1359	ᑭᐅᓪᕕᓐ
455	1354	ᐃᖃᓗᖕᓂ
456	1346	ᑐᓵᔭᖅᑐᖅᓯᒪᔪᓂᒃ
457	1344	ᐋᖅᑭᒋᐊᖅᑕᐅᖁᓪᓗᒍ
458	1343	ᑖᒃᓱᒥᖓ
459	1343	ᐅᓲᑖᐱᒃ
460	1341	ᑭᖑᓪᓕᖅᐹᒥ
461	1339	ᑭᒃᑯᑐᐃᓐᓇᕐᓄᑦ
462	1338	ᖁᔭᓐᓇᒥᒃ
463	1337	ᓈᒻᒪᓴᖅᑐᑦ
464	1337	ᐅᖃᐅᓯᔅᓴᖏᑦ
465	1336	ᐅᑯᓇᓂ
466	1336	ᐊᖏᖅᐱᓯ
